name,surname,level
Tricia,Luna,beginner
Taylor,Martin,intermediate
Jason,Munoz,beginner
Amanda,Barrera,beginner
Melissa,King,intermediate
Bonnie,Riggs,intermediate
Bridget,Aguirre,expert
Hunter,Obrien,intermediate
Michael,Medina,expert
Mary,Rodriguez,beginner
Christina,White,expert
Douglas,Randolph,beginner
Tyler,Johnson,expert
Kelli,Brown,expert
Shawna,Harris,expert
Mark,Davis,beginner
Michelle,Martin,expert
Paul,Valentine,beginner
Clinton,Chen,intermediate
James,Meyers,beginner
Bobby,Harvey,intermediate
Ricardo,Crawford,intermediate
Sarah,Knight,intermediate
Lisa,Johnson,expert
Maria,Holt,beginner
Debbie,Butler,beginner
Jessica,Brown,intermediate
Juan,Cross,beginner
April,Harris,intermediate
Laura,Roberts,intermediate
Mary,Thompson,expert
Thomas,Frey,expert
Thomas,Wood,expert
Krystal,Daniels,intermediate
Michael,Roberts,expert
David,Reyes,intermediate
Mitchell,Garcia,expert
Joshua,Gould,expert
Taylor,Clark,intermediate
Melinda,Curtis,intermediate
Stephanie,Marquez,beginner
Nancy,Scott,expert
Thomas,Blair,beginner
Mary,Kelley,intermediate
Jeremy,Wright,beginner
William,Little,intermediate
Cheryl,Green,intermediate
Jennifer,Castaneda,beginner
Maria,Braun,beginner
Stephanie,Fisher,expert
Charles,Hall,expert
Megan,Alexander,beginner
Robert,Bright,beginner
Haley,Riddle,expert
Isaac,Frederick,intermediate
Jackson,Marquez,intermediate
Maurice,Smith,beginner
Jeffrey,Gamble,expert
Robin,Olson,intermediate
Richard,Barnes,expert
Patricia,Blair,intermediate
Katherine,Garcia,intermediate
Todd,Estes,expert
Kyle,Fox,expert
Tracy,White,intermediate
Gregory,Howard,intermediate
Brian,Owens,beginner
Chase,Patterson,beginner
Dustin,Martin,beginner
Johnny,Nguyen,intermediate
Veronica,Oneal,intermediate
Hayley,Brown,beginner
Joel,Mueller,expert
Miguel,Lopez,beginner
Deborah,Freeman,beginner
Christine,Jenkins,intermediate
Peter,Garcia,expert
Kelly,Schneider,beginner
Justin,Robinson,intermediate
Michael,Mcguire,beginner
Lisa,Turner,expert
Kathleen,Carroll,beginner
Ryan,Fox,intermediate
Katherine,Horne,intermediate
Rita,Elliott,beginner
Garrett,Brown,intermediate
Jordan,Silva,beginner
Nicholas,Moses,intermediate
Mallory,Hernandez,expert
Derek,Rodriguez,beginner
Tyler,Day,beginner
Phillip,Tyler,expert
Jennifer,Poole,intermediate
Andrew,Frazier,intermediate
Cindy,Parks,beginner
Tracey,Wallace,expert
Lisa,Mckinney,intermediate
Kevin,Garrett,expert
Michael,Harper,intermediate
Rhonda,Brown,intermediate
William,Lee,expert
John,Nelson,expert
Michelle,Boyd,beginner
Christopher,Walker,intermediate
Roberta,Huffman,beginner
Aaron,Newman,expert
Bridget,Oliver,beginner
Alexander,Costa,beginner
David,Rivera,intermediate
Gavin,Stokes,beginner
Megan,Robinson,beginner
Randall,Davis,expert
George,Henry,intermediate
Marcus,Cardenas,intermediate
Abigail,Sanders,expert
Christopher,Watkins,beginner
Jeffrey,Martinez,expert
James,Davis,expert
Albert,Cain,beginner
Jennifer,Stewart,expert
Jennifer,Gardner,expert
James,Daugherty,expert
Laura,Carey,beginner
Jeffrey,Kirk,intermediate
Renee,Keller,intermediate
Brett,Brewer,expert
Mary,Cross,beginner
Courtney,Cox,beginner
Robyn,Cunningham,intermediate
Peter,Hood,intermediate
James,Carroll,expert
Steven,Trujillo,expert
Trevor,Hughes,expert
Jessica,Thompson,beginner
Shari,Barnett,intermediate
Robert,Mitchell,intermediate
Antonio,Stewart,intermediate
Gwendolyn,Campbell,beginner
Carla,Huber,beginner
Michael,Sampson,beginner
Shane,Stanley,expert
Heather,Green,expert
David,Smith,expert
Hannah,Espinoza,beginner
Carla,Ortiz,beginner
Sabrina,Perez,beginner
Logan,Jordan,expert
Madison,Wilson,expert
Christy,Alvarado,intermediate
Christopher,Roman,beginner
Richard,Wilkinson,expert
Michele,Wood,beginner
Michael,Martin,intermediate
Robert,Dawson,beginner
Diane,Bennett,expert
Scott,Nguyen,beginner
Jeffrey,Charles,expert
Tyler,Hancock,beginner
Roger,Hayes,beginner
Kyle,Simmons,beginner
Stephanie,Cortez,expert
Brenda,Walton,beginner
Andrea,Turner,expert
Robert,Moore,intermediate
William,Davis,beginner
Kyle,Taylor,expert
James,Roberson,beginner
Kimberly,Davis,intermediate
Corey,Roberts,expert
Taylor,Gonzalez,beginner
Jeffrey,Roach,expert
Kelly,Richardson,intermediate
Ashley,Stevens,intermediate
Anthony,Smith,expert
Theresa,Bell,intermediate
Nicole,Johnson,expert
Judy,Weber,expert
Austin,Campbell,beginner
Wendy,Riley,beginner
Chloe,Johnson,intermediate
Cynthia,Kaufman,intermediate
Eileen,Becker,beginner
Bradley,Diaz,beginner
Jean,Meza,expert
Anthony,Yang,intermediate
Sara,Shah,intermediate
Lisa,Ellison,intermediate
Dana,Hill,expert
Cathy,Rodriguez,intermediate
Crystal,Cortez,expert
James,Castillo,intermediate
Michael,Gomez,beginner
Jacob,Herrera,expert
Lauren,Mcclure,intermediate
Jessica,Fuller,expert
Shannon,Reid,beginner
Jonathan,Colon,intermediate
Tammy,Marshall,expert
Joseph,Garcia,expert
Tracy,Lowery,intermediate
Cole,Robles,expert
Darlene,Hunt,expert
Wesley,Harris,intermediate
Vanessa,Jones,expert
Crystal,Mitchell,beginner
Martha,Ross,intermediate
James,Hubbard,intermediate
Shelley,Long,beginner
Laurie,Swanson,expert
Kevin,Ibarra,intermediate
Justin,Richards,beginner
Matthew,Johnson,expert
Robert,Lopez,expert
Mary,White,expert
Melissa,Haney,intermediate
Jessica,Freeman,beginner
David,Torres,intermediate
Evelyn,Le,expert
Brenda,Ortiz,beginner
Joshua,Jones,intermediate
Edward,House,expert
Donald,Collier,intermediate
Lisa,Lucero,intermediate
Christine,Brown,beginner
Amanda,Kennedy,beginner
Megan,Lewis,beginner
Patty,Rodriguez,intermediate
Juan,Huber,expert
Richard,Rivera,expert
Eric,Butler,expert
Laura,Shelton,expert
Shelby,House,expert
Mary,Nichols,intermediate
Jessica,Washington,expert
Karla,Mccarty,intermediate
Loretta,Strickland,expert
Thomas,Sanchez,expert
Russell,Harris,intermediate
Janet,Barr,expert
Darren,Schroeder,expert
John,Flores,expert
Douglas,Mullins,expert
Lisa,Benton,expert
Paul,Smith,beginner
Leslie,Banks,intermediate
Randy,Gray,intermediate
Gregory,Williamson,beginner
Heather,Deleon,intermediate
Bryan,Cole,expert
Nicole,Johnson,expert
Jamie,Nunez,beginner
Scott,Miller,intermediate
Christopher,Atkins,intermediate
Douglas,Cline,beginner
Samuel,Thompson,expert
Jasmine,Chase,intermediate
Tonya,Cooper,beginner
Brenda,Brown,expert
Sarah,Miles,beginner
Michael,Thompson,expert
Mitchell,Moore,beginner
Douglas,Hanson,expert
Emily,Miller,intermediate
Dawn,Rodriguez,intermediate
Natalie,Cain,intermediate
Arthur,Crane,beginner
Julie,Pena,beginner
Maria,Brennan,beginner
Randall,Williams,intermediate
Robert,Gonzalez,beginner
Paul,Choi,expert
Taylor,Brown,intermediate
Eric,Walker,intermediate
Andrew,Oneal,expert
Thomas,Perez,beginner
Elaine,Perry,expert
Mary,Oneal,beginner
Sonya,Santana,expert
Helen,Hull,beginner
David,Little,beginner
Cody,Sanchez,beginner
Daniel,Perez,expert
Alicia,Murphy,intermediate
Jon,Olson,intermediate
Curtis,Jones,beginner
Jennifer,Wright,expert
Brenda,Garcia,expert
Nicole,Steele,beginner
Richard,Perez,expert
Leslie,Johnson,expert
Rachel,Mann,expert
Kim,Wolfe,intermediate
Charles,Webb,intermediate
Anthony,Ferguson,intermediate
Jasmine,Matthews,beginner
Kristina,Moore,intermediate
Jimmy,Griffin,expert
Anita,Mckee,intermediate
Thomas,Gonzalez,expert
Gabriel,Stewart,beginner
Richard,Flores,intermediate
Jason,Martinez,expert
Jennifer,Chase,beginner
Linda,Miller,expert
Jerry,Leon,beginner
Dennis,Brown,beginner
Stacey,Wagner,beginner
Harry,Velasquez,beginner
Nathaniel,Fisher,intermediate
John,Miles,expert
Wanda,Frank,intermediate
Jason,Mcdonald,expert
Sarah,Yu,intermediate
Jonathan,Anthony,beginner
Clarence,Nelson,expert
Rebekah,Gutierrez,expert
Jason,Holland,expert
Penny,Richardson,expert
Veronica,Smith,expert
Christopher,Peters,expert
Johnny,Ellis,intermediate
Christy,Burnett,intermediate
John,Mcpherson,beginner
Sharon,Baldwin,intermediate
Ryan,Contreras,expert
John,Hunter,beginner
Kenneth,Munoz,intermediate
Lacey,Thompson,beginner
Darius,Garcia,expert
Heather,Marquez,beginner
Becky,Taylor,beginner
Lori,Taylor,beginner
Adam,Parker,beginner
Joshua,Gilbert,expert
Rebecca,Johnson,beginner
Nicole,Stephenson,expert
Alexander,Watson,intermediate
Lorraine,Mitchell,beginner
Emily,Fernandez,intermediate
Eric,Smith,beginner
Maureen,Johnson,expert
Matthew,Christian,intermediate
Kelly,Daniels,beginner
Amanda,Weeks,expert
Mary,Nelson,expert
Charlotte,Thomas,beginner
Nicholas,Wang,intermediate
Luis,Young,beginner
John,Hunter,expert
Brittney,Hudson,beginner
Raymond,Thompson,beginner
Sonya,Orr,beginner
Luis,Williams,expert
Scott,Cox,expert
Brittany,Flores,intermediate
Erica,Peterson,beginner
Mark,Freeman,expert
Meghan,Jones,intermediate
Charles,Foley,beginner
Diane,Fernandez,expert
Anne,Spencer,expert
Jamie,Ramirez,beginner
Charles,Stout,intermediate
Rachel,Hughes,expert
Cheryl,Fischer,intermediate
Patrick,Morgan,expert
Shannon,Johnson,expert
Marie,Payne,intermediate
Alexa,Patton,beginner
Jennifer,James,beginner
Kim,Douglas,intermediate
Yesenia,Thompson,intermediate
Kari,Baker,beginner
John,White,expert
Brandon,Snyder,intermediate
Marie,White,beginner
Brandon,Lopez,beginner
Amanda,Curry,beginner
Scott,Morris,expert
Leslie,White,intermediate
Michael,Green,intermediate
Danielle,Eaton,expert
James,Hensley,beginner
Ernest,Snyder,beginner
Samantha,Howard,expert
Phillip,Long,expert
Nicholas,Johnson,expert
Daryl,Mejia,intermediate
Lori,Tran,expert
Melvin,Cole,beginner
Garrett,Bolton,intermediate
Darryl,Thomas,beginner
Richard,Woods,expert
Hannah,Abbott,intermediate
Shaun,Gutierrez,expert
Stephen,Lewis,intermediate
Christopher,Raymond,expert
Jennifer,Crane,intermediate
Michael,Smith,intermediate
Dalton,Hill,expert
Joseph,Hurst,intermediate
Hailey,Mitchell,expert
Daniel,Brown,intermediate
Theresa,Steele,intermediate
Allison,Harris,beginner
Pamela,Gibson,expert
Valerie,Stephens,expert
Amanda,Caldwell,intermediate
Kelly,Montgomery,beginner
Haley,Benjamin,beginner
Diane,Mann,expert
Sherry,Miles,beginner
Patricia,Carlson,intermediate
Victor,Hood,beginner
Melissa,Nelson,expert
Joseph,Ramirez,intermediate
Jeremy,Smith,beginner
Eric,Edwards,expert
Janice,Morales,beginner
Sonia,Garcia,beginner
David,Martin,expert
Crystal,Henry,intermediate
Robert,Morris,beginner
Christina,Gomez,intermediate
John,Garrett,intermediate
Eric,Bailey,expert
Jason,Weaver,expert
Stacy,Scott,intermediate
Anthony,Mcmillan,expert
Stephanie,Sutton,expert
Lisa,Williams,beginner
Traci,Parker,beginner
Chris,Gray,expert
Katie,Williams,expert
Brent,King,expert
James,Woods,expert
Jennifer,Hernandez,beginner
Valerie,Stuart,expert
Tracy,Hansen,expert
Cameron,Flores,beginner
Thomas,Daniels,intermediate
John,Bowman,beginner
Krystal,Espinoza,intermediate
Katrina,Charles,beginner
Belinda,Ross,expert
Kimberly,Jenkins,intermediate
Michelle,Ellis,expert
Michael,Delacruz,beginner
Eric,Taylor,beginner
Steven,Hubbard,expert
David,Kennedy,intermediate
William,Hernandez,intermediate
Nathan,Duncan,beginner
Justin,Hansen,expert
Teresa,Richmond,beginner
Kimberly,Campbell,beginner
Anthony,Simpson,expert
Susan,Evans,beginner
David,Cox,intermediate
Dawn,Richards,intermediate
Maureen,Johnson,expert
Jasmine,Ross,expert
Michael,Cortez,intermediate
Daniel,Collins,expert
Craig,Wiley,beginner
Monique,Allen,intermediate
Nicholas,Davis,beginner
Ruben,Wilson,beginner
Courtney,Mitchell,expert
Howard,Cooper,expert
Matthew,Gomez,expert
Melanie,Mendoza,beginner
Brandon,Becker,beginner
Courtney,Clayton,intermediate
Elizabeth,Graham,intermediate
Regina,Morris,expert
Misty,King,expert
Louis,Williams,intermediate
Chelsea,Kelley,intermediate
Taylor,Andrade,intermediate
John,Fox,intermediate
Christina,Brown,intermediate
Anthony,Bailey,intermediate
Evelyn,Dyer,intermediate
Kyle,Riddle,expert
Sarah,Patterson,beginner
Stephanie,Curtis,expert
Ryan,Smith,expert
Oscar,Parker,beginner
Jacob,Weber,intermediate
Patricia,Hebert,intermediate
Whitney,Gonzalez,expert
Carlos,Myers,beginner
Amy,Espinoza,expert
Thomas,Garcia,beginner
Christy,Ray,beginner
Christopher,Martin,beginner
Alexis,Soto,intermediate
Rebecca,James,intermediate
Thomas,Patrick,beginner
Whitney,Gray,expert
Jacqueline,Wright,beginner
Teresa,Johns,intermediate
Timothy,Adams,intermediate
Kathy,Soto,intermediate
Ryan,Morrison,intermediate
Edwin,Stevens,expert
James,Pineda,intermediate
Richard,Nelson,expert
Jennifer,Martin,intermediate
Rachel,Boyd,beginner
Joy,Soto,intermediate
Melissa,Brown,expert
Patricia,Owen,expert
Marcus,Baker,beginner
Michael,Thomas,intermediate
Patty,Sherman,expert
Bryan,Richardson,intermediate
Matthew,Fuller,intermediate
Steven,Zimmerman,intermediate
David,Welch,beginner
Elizabeth,Martinez,beginner
David,Cherry,beginner
Joseph,Cooper,expert
Cody,Dudley,beginner
John,Quinn,intermediate
Taylor,Lucero,beginner
Chelsea,Rich,beginner
Christine,Morales,expert
Patricia,Gonzalez,expert
Dylan,Meyers,beginner
Joshua,Gallegos,beginner
Gary,Williams,expert
Carla,Bell,intermediate
Victor,Tran,beginner
Caitlin,Carter,beginner
Jade,Brown,expert
Robert,Tyler,beginner
Jonathan,Murray,expert
Michael,Merritt,expert
David,Watts,intermediate
Gabriella,King,beginner
Rebecca,Martin,expert
Ashlee,Nelson,intermediate
Benjamin,Cunningham,expert
Rachel,Martinez,beginner
Amy,Mitchell,expert
Amy,Guzman,expert
Christian,Soto,expert
Tamara,Waters,expert
Amy,Cook,intermediate
Christopher,Armstrong,expert
Tracy,Page,beginner
Eric,Walker,beginner
Jeffrey,Hernandez,expert
Kristi,Jones,intermediate
Kevin,Johnson,expert
Zachary,Rivera,intermediate
John,Patterson,beginner
Diana,Wong,beginner
Jeffrey,Hall,expert
Samuel,Smith,intermediate
Stanley,Bartlett,beginner
Christine,Moore,beginner
John,Alvarado,beginner
Danny,Bender,beginner
Robert,Johnson,expert
Pamela,Farmer,beginner
Richard,Harper,intermediate
Michelle,Tyler,intermediate
Heather,Rogers,intermediate
Michael,Howard,expert
Sarah,Carr,expert
Amanda,Ward,expert
Gina,Petty,expert
Lisa,Jones,intermediate
Jennifer,Gould,expert
Lisa,Reyes,intermediate
Carrie,Lara,beginner
Andrew,Bowen,intermediate
Lauren,Guerrero,intermediate
Tommy,Miller,beginner
Bryan,Wagner,expert
Dylan,Alexander,intermediate
Michael,Brock,intermediate
Michael,Rogers,beginner
Joe,Santiago,expert
Stephen,Graham,intermediate
Christopher,Christian,intermediate
Stephanie,Doyle,expert
Lynn,Kramer,intermediate
Austin,Matthews,beginner
Heather,Smith,beginner
Amanda,Morris,intermediate
Kevin,Johnston,expert
Sean,Torres,expert
Jason,Fisher,beginner
Lynn,Charles,expert
Jessica,Harmon,beginner
Austin,Walker,beginner
Alexis,Houston,beginner
Michelle,Campbell,intermediate
Anthony,Farrell,intermediate
Suzanne,Hughes,intermediate
Thomas,Reed,expert
Tina,Young,expert
Joan,Garcia,expert
Kurt,Contreras,intermediate
Jonathan,Holden,beginner
Jamie,Patel,expert
Anthony,Rose,intermediate
John,Hunt,beginner
Gabrielle,Bass,intermediate
Jason,Ramirez,intermediate
Catherine,Higgins,intermediate
Susan,Wells,beginner
Marcus,Clark,expert
Vanessa,Jones,expert
Jenna,Bennett,beginner
Mason,Moreno,intermediate
Michael,Kim,intermediate
Michael,Lozano,expert
Theresa,Carter,beginner
Nicole,Aguilar,intermediate
Ashley,Phelps,beginner
Jason,Wright,beginner
Victor,Melton,beginner
Jessica,Charles,intermediate
Rachel,Richardson,intermediate
Michael,Day,beginner
Jason,Hurley,intermediate
Lisa,Graham,beginner
Samuel,Valdez,expert
Penny,Martinez,beginner
Brittany,Matthews,intermediate
Joseph,Dominguez,intermediate
Michael,Vasquez,beginner
Jared,Adams,beginner
Jennifer,Ellison,intermediate
Andrea,Tran,beginner
Benjamin,Gomez,beginner
Christine,Davis,expert
Catherine,Hancock,beginner
Sarah,King,expert
Joseph,Thomas,intermediate
Jasmine,Martinez,intermediate
Diana,Diaz,beginner
Brooke,Pacheco,expert
James,Romero,intermediate
Antonio,Hammond,beginner
Debra,Mccarty,expert
Jeremy,Anderson,expert
Sean,Nguyen,intermediate
Sherry,Martinez,beginner
Susan,Lopez,beginner
Tonya,Martin,expert
Michael,Farrell,expert
Jason,Randolph,expert
Brian,Jackson,intermediate
Martin,Mercer,beginner
Jasmine,Martinez,beginner
Gerald,Vazquez,intermediate
Heather,Butler,beginner
Daniel,Smith,beginner
David,King,intermediate
Nicole,Goodwin,expert
Cynthia,Gray,intermediate
James,Thomas,expert
Rachel,Patterson,expert
Garrett,Harris,expert
Cynthia,Ross,intermediate
Tracey,Vang,expert
Lisa,Craig,expert
Haley,Haynes,expert
Robert,Salinas,intermediate
Holly,Rios,expert
Laura,Jackson,expert
Patrick,Edwards,expert
Kristin,Vincent,expert
Teresa,Gill,intermediate
Wendy,Patterson,intermediate
Andrew,Jones,beginner
Margaret,Vang,expert
Kevin,Smith,intermediate
Mary,Baker,expert
Brad,Armstrong,beginner
Rebecca,Cameron,intermediate
Cynthia,Garcia,intermediate
Thomas,Bradley,beginner
Gene,Singh,beginner
Brandon,Brown,beginner
Gregory,Meyer,beginner
Darren,Freeman,beginner
William,Black,expert
Roger,Morgan,beginner
Dustin,Salazar,intermediate
Mark,Graham,expert
Brenda,Buckley,expert
David,James,expert
Melanie,Thomas,intermediate
David,Barnes,intermediate
Luis,Mccarthy,expert
Jason,Parker,beginner
Brett,Hunt,intermediate
Audrey,Carlson,expert
Donald,Day,expert
Kelly,Werner,beginner
Sarah,Alvarado,intermediate
Michael,Ferrell,beginner
Anthony,Howard,intermediate
Alexis,Jones,beginner
Christopher,Smith,beginner
Christopher,Lang,intermediate
Gerald,Turner,expert
Nichole,Brown,intermediate
Gregory,Williams,beginner
Jason,Jackson,expert
Wendy,Spence,intermediate
Haley,Barker,expert
Belinda,Liu,expert
Rebecca,Richard,intermediate
Christopher,Burke,beginner
Harold,Dean,intermediate
James,Reed,expert
Charles,Mccoy,intermediate
Christopher,Scott,beginner
Alexandria,Brown,expert
Jillian,Moran,beginner
Paul,Mullins,beginner
Jade,Jones,intermediate
Kaitlyn,Rogers,intermediate
Daniel,Webster,beginner
David,Snyder,beginner
Terri,Diaz,intermediate
Jacqueline,Le,expert
Rebecca,Lucas,intermediate
Luis,Morrison,expert
Jennifer,Valenzuela,beginner
Rodney,Oliver,expert
Alexandra,Oliver,expert
Gabriella,Rice,intermediate
Mary,Perry,intermediate
Katie,Wright,intermediate
Clayton,Carr,intermediate
Lisa,Bowman,intermediate
Justin,Walters,expert
Regina,Williams,intermediate
Nicole,Roy,beginner
Hailey,Parker,beginner
Amanda,Gilmore,beginner
Edwin,Smith,expert
Sharon,Burke,intermediate
Donna,Romero,expert
Nicole,Lewis,beginner
Bonnie,Gaines,intermediate
Jessica,Glover,beginner
Joseph,Jackson,beginner
Jessica,James,expert
Michelle,Schneider,beginner
James,Reid,intermediate
Barbara,Cline,beginner
Thomas,Salazar,beginner
Larry,Burch,beginner
Angelica,Norris,beginner
Natalie,Greer,intermediate
Erika,Day,intermediate
Cynthia,Park,beginner
Melanie,Meyer,expert
Dustin,Stewart,beginner
Ashley,Brennan,intermediate
Ashley,Avery,beginner
Brandon,Miller,expert
Michelle,Meyer,beginner
James,Garza,expert
Margaret,Anderson,expert
Shawna,Lang,expert
Antonio,Pacheco,intermediate
Robert,Pacheco,intermediate
David,Alvarez,intermediate
Jessica,Gomez,beginner
Daniel,Gregory,intermediate
Brenda,Castro,intermediate
Brooke,Flores,expert
John,Walsh,beginner
John,Miller,beginner
Vanessa,Harper,expert
Lisa,Gregory,beginner
Scott,Wilson,beginner
Brittany,Parker,expert
Lisa,Tucker,beginner
Hector,Calderon,intermediate
Morgan,Baxter,intermediate
Trevor,Jones,beginner
Troy,Hubbard,beginner
Joseph,Price,beginner
Scott,Garcia,intermediate
Laura,Porter,intermediate
Nancy,Lowe,beginner
Tiffany,Yoder,expert
James,Levy,expert
Sarah,Gross,beginner
Anthony,King,intermediate
Jason,Wagner,expert
Joseph,Cruz,expert
Stacy,Williams,beginner
Nathaniel,Estrada,expert
Rebecca,Patterson,intermediate
Erica,Allen,beginner
Vernon,Johnson,beginner
Jim,Craig,expert
Jason,Gutierrez,intermediate
Austin,Schmitt,beginner
Joseph,Lee,intermediate
Tyler,Mueller,beginner
Kurt,Cole,beginner
Jeffrey,Garcia,beginner
Hannah,Lewis,expert
Leslie,Shepherd,intermediate
Jason,Campos,intermediate
Wesley,Friedman,beginner
Michelle,Evans,intermediate
Ashley,Wong,expert
Jason,Brown,expert
Steven,Shah,beginner
Kimberly,Lynch,beginner
Donna,Clark,intermediate
Barbara,Johnson,intermediate
Austin,Conley,expert
Daniel,Ford,expert
Michelle,Taylor,intermediate
Kim,Suarez,intermediate
Bradley,Rich,expert
James,Castro,expert
Edward,Black,intermediate
Kelli,Palmer,intermediate
Jeanne,Nelson,intermediate
Patricia,Mcdonald,expert
Amy,Moore,beginner
Joseph,Smith,intermediate
Jonathan,Mendoza,beginner
Erika,Kennedy,expert
Daniel,Jacobs,beginner
Jonathan,Stokes,intermediate
Bonnie,Cox,intermediate
Nicholas,Wheeler,expert
Ashley,Jackson,expert
Amber,Wheeler,intermediate
Scott,Smith,intermediate
George,Randall,expert
Dawn,Combs,expert
Cynthia,Yoder,beginner
Jennifer,Cooper,beginner
Dustin,Miller,intermediate
Mary,Herrera,expert
Yvette,Schultz,intermediate
Brenda,Mercado,expert
Corey,Johnson,expert
Deanna,Ayers,beginner
Jessica,Garcia,beginner
Kimberly,Brown,expert
Rebecca,Chaney,expert
Danny,Arnold,beginner
Jamie,Wall,expert
Alejandra,Foster,intermediate
Michael,Montgomery,intermediate
Christopher,Martinez,expert
Ricardo,Ortiz,intermediate
Joshua,Ortega,beginner
John,Hernandez,beginner
Amber,Nixon,intermediate
Megan,Johnson,intermediate
Yesenia,Stevenson,intermediate
Aaron,Parker,expert
Bruce,Price,expert
Victoria,Reyes,beginner
Jason,Ferguson,beginner
Ronald,Roberts,intermediate
Kendra,Bailey,expert
Andrew,Silva,expert
Gregory,Duncan,intermediate
Tara,Lambert,beginner
Brandon,Webb,expert
Rebecca,Stone,expert
Christy,Brown,beginner
Tracy,Swanson,beginner
Natasha,Mata,beginner
Sandra,Velez,beginner
Julie,Crawford,intermediate
Nicholas,Moses,beginner
Spencer,Sandoval,beginner
Dalton,Parrish,expert
Frederick,Hughes,intermediate
Kathleen,Mitchell,expert
Justin,Carpenter,intermediate
Kristy,Mendez,intermediate
Frank,Jones,expert
Meghan,Hill,beginner
Michael,Watts,expert
Taylor,Washington,expert
Sarah,Merritt,intermediate
Abigail,Gomez,expert
Cody,Fisher,expert
Jon,Evans,expert
Angela,Gilbert,beginner
Larry,Moore,expert
Tammy,Arnold,beginner
Gina,Thomas,expert
Juan,Patel,beginner
Derek,Greer,intermediate
Brenda,Edwards,intermediate
Nicholas,Booker,expert
Amanda,Howard,intermediate
Kyle,Rhodes,beginner
Cassandra,Evans,intermediate
William,Ortiz,beginner
Jeanette,Stevenson,expert
Andrew,James,beginner
Erin,Peterson,intermediate
Melissa,Hunt,expert
Jacqueline,Owens,intermediate
Craig,Holden,beginner
Ashley,Marquez,expert
James,Hayes,beginner
Christine,Wilson,intermediate
Samantha,Washington,expert
Lisa,Taylor,expert
Carmen,Morrison,beginner
Andrea,Henry,expert
James,Powell,expert
Sharon,Chan,expert
Veronica,Mills,expert
John,Mitchell,expert
Kelly,Ward,intermediate
John,Russell,intermediate
Ronald,Hernandez,intermediate
Brandon,Ayers,beginner
Anthony,Myers,beginner
Melinda,Gill,intermediate
Thomas,Armstrong,beginner
Hayley,Harrison,beginner
Gina,Walker,expert
Kristen,Cole,beginner
Sharon,Edwards,intermediate
Shannon,Jones,beginner
Gordon,Hamilton,expert
Julian,Stanton,expert
Justin,Mathis,beginner
Kara,Owen,beginner
Edgar,Wilson,beginner
Samantha,Vega,expert
Rebecca,Chen,expert
Tara,Ramsey,beginner
Alexis,Baldwin,beginner
Helen,Turner,beginner
Edward,Figueroa,expert
Breanna,Parsons,expert
John,Mcconnell,expert
Katelyn,Rich,beginner
Lori,Bennett,expert
Samantha,York,expert
Robert,Miller,beginner
Loretta,Hebert,intermediate
Joseph,Martinez,beginner
Jessica,Mueller,beginner
Gabriel,Smith,intermediate
Brianna,Myers,intermediate
Melissa,Lowe,intermediate
Marie,Spears,beginner
Cathy,Carter,beginner
Sandra,White,beginner
Laura,Miller,expert
Brandon,Johnson,expert
Annette,Eaton,expert
David,Myers,intermediate
Dennis,Mccullough,beginner
Alexandra,Andrews,intermediate
Jennifer,Lewis,beginner
Dana,Williams,expert
John,Turner,expert
Charlotte,Stafford,intermediate
Karen,Martinez,beginner
Jason,Bright,intermediate
Patrick,Martinez,intermediate
Tony,Smith,expert
Paige,Parsons,beginner
Billy,Taylor,expert
Kimberly,Payne,intermediate
Paul,Ray,expert
Paul,Garcia,intermediate
Claire,Jackson,beginner
Joshua,Ross,expert
Megan,Richardson,beginner
Louis,Mcdonald,expert
Laura,Navarro,beginner
Ann,Kelley,beginner
Carol,Rodriguez,expert
Meagan,Callahan,beginner
Brittany,Greene,expert
Lee,Sellers,intermediate
Reginald,Williams,beginner
Angela,Garcia,intermediate
Michael,Johnson,expert
Bobby,Novak,beginner
Jennifer,Williams,beginner
Natalie,Bailey,beginner
John,Pugh,expert
Theresa,Ramos,expert
Laura,Jackson,beginner
Kyle,Sparks,intermediate
Amber,Pollard,beginner
Melissa,Duarte,expert
John,Duke,intermediate
Pamela,Phillips,expert
Cameron,Kelley,expert
Hannah,Gonzalez,intermediate
Aaron,Miller,expert
William,Peters,beginner
Douglas,Wilkins,expert
Scott,Henderson,intermediate
Joshua,Salinas,intermediate
Sara,Ward,expert
Benjamin,Pierce,intermediate
Sarah,Salazar,expert
Calvin,Sims,expert
Andrew,Mcdonald,expert
Andrea,Flores,beginner
William,Wilson,expert
Ashley,Wright,beginner
Ryan,Obrien,expert
Carla,Gallagher,intermediate
Andrew,Wheeler,expert
Wendy,Morris,expert
Joshua,Stephens,beginner
Victor,Gray,expert
Andrea,Jackson,expert
Ashlee,King,beginner
Ryan,Bradley,beginner
Alicia,Johnson,intermediate
Sheena,Hale,intermediate
Anthony,Wu,expert
Harry,Roberts,expert
William,Knapp,expert
Olivia,Morgan,beginner
Michael,Lester,expert
Kara,Benson,expert
John,Moore,beginner
David,Sanders,intermediate
Stephanie,Lyons,expert
Tina,Carter,expert
Phillip,Cooper,expert
Michael,Townsend,expert
Francisco,Mcconnell,expert
Paula,Hill,intermediate
Kayla,Ferguson,beginner
Robert,Armstrong,expert
Hannah,Duran,intermediate
Michael,Trevino,beginner
Terrance,Wolfe,intermediate
Billy,Ortega,beginner
